,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Adams,47.670575,-122.387093,Cafe Besalu,47.67197127046342,-122.38775528572725,Bakery
1,Adams,47.670575,-122.387093,8oz Burger & Co.,47.66860137419473,-122.38819226582079,Burger Joint
2,Adams,47.670575,-122.387093,Salt & Straw,47.66820996603503,-122.38553358465342,Ice Cream Shop
3,Adams,47.670575,-122.387093,La Carta De Oaxaca,47.6681689403781,-122.38576711568744,Mexican Restaurant
4,Adams,47.670575,-122.387093,Ballard Farmer's Market,47.66746622660104,-122.3843155334636,Farmers Market
5,Adams,47.670575,-122.387093,Pie Bar,47.66872527413659,-122.3856557064263,Dessert Shop
6,Adams,47.670575,-122.387093,Sonic Boom Records,47.66860225410091,-122.3851395277658,Record Shop
7,Adams,47.670575,-122.387093,Ocho,47.66858851536586,-122.38744605331455,Tapas Restaurant
8,Adams,47.670575,-122.387093,Hot Cakes Molten Chocolate Cakery,47.668074232524674,-122.38560120995655,Dessert Shop
9,Adams,47.670575,-122.387093,Mr. Gyros,47.669304093851295,-122.38201770061767,Mediterranean Restaurant
10,Adams,47.670575,-122.387093,DIGS,47.66885871632632,-122.38237945623767,Furniture / Home Store
11,Adams,47.670575,-122.387093,Pink Bee,47.669632,-122.382668,Thai Restaurant
12,Adams,47.670575,-122.387093,Dandelion Botanical Company,47.668365161713,-122.38566775787089,Hobby Shop
13,Adams,47.670575,-122.387093,Hotel Albatross,47.668581872745875,-122.38715276519629,Cocktail Bar
14,Adams,47.670575,-122.387093,Kimchi House,47.67137242571149,-122.38776305505162,Korean Restaurant
15,Adams,47.670575,-122.387093,Little Tin Goods & Apothecary Cabinet,47.667091873627314,-122.38427536508347,Cocktail Bar
16,Adams,47.670575,-122.387093,Gather Kitchen + Bar,47.669722972367396,-122.38491065982053,New American Restaurant
17,Adams,47.670575,-122.387093,Lucca Great Finds,47.66722673851064,-122.38392296925407,Miscellaneous Shop
18,Adams,47.670575,-122.387093,Sawyer,47.66693671237885,-122.38495772579647,New American Restaurant
19,Adams,47.670575,-122.387093,Cupcake Royale and Verite Coffee,47.66882852714093,-122.38437785628311,Cupcake Shop
20,Adams,47.670575,-122.387093,Vain,47.66757498295675,-122.38475619233688,Salon / Barbershop
21,Adams,47.670575,-122.387093,San Fermo,47.66728678524871,-122.38451987054404,Italian Restaurant
22,Adams,47.670575,-122.387093,Sip and Ship,47.66872398217398,-122.38131628905103,Post Office
23,Adams,47.670575,-122.387093,Copine,47.67574136749478,-122.38740432867978,French Restaurant
24,Adams,47.670575,-122.387093,Pestle Rock,47.66853238288658,-122.38661516925326,Thai Restaurant
25,Adams,47.670575,-122.387093,Asadero Sinaloa,47.66695604627184,-122.38264931164389,Mexican Restaurant
26,Adams,47.670575,-122.387093,D’Ambrosio Gelato,47.66724570384463,-122.38427993011997,Ice Cream Shop
27,Adams,47.670575,-122.387093,The Palm Room,47.66737482580893,-122.38411449008142,Garden Center
28,Adams,47.670575,-122.387093,Arashi Ramen,47.66823466978186,-122.38228121757206,Noodle House
29,Adams,47.670575,-122.387093,Caffe Umbria,47.66767820784637,-122.38501768533699,Coffee Shop
30,Adams,47.670575,-122.387093,Miro Tea,47.66766247145386,-122.38488912634942,Tea Room
31,Adams,47.670575,-122.387093,Skål Beer Hall,47.66804670045908,-122.38581667933067,Beer Bar
32,Adams,47.670575,-122.387093,Scooter's Burgers,47.67109735420752,-122.38739128746657,Burger Joint
33,Adams,47.670575,-122.387093,Mighty-O Donuts,47.668542440559825,-122.37881938983554,Donut Shop
34,Adams,47.670575,-122.387093,Olympic Athletic Club,47.666384,-122.3827919,Gym
35,Adams,47.670575,-122.387093,Nordic Heritage Museum,47.66833073426982,-122.3922336101532,Museum
36,Adams,47.670575,-122.387093,Tractor Tavern,47.66583622691202,-122.38265597908354,Rock Club
37,Adams,47.670575,-122.387093,Back Bar,47.6663142142213,-122.3837769612155,Cocktail Bar
38,Adams,47.670575,-122.387093,Señor Moose Cafe,47.66653327829263,-122.38195553527864,Mexican Restaurant
39,Adams,47.670575,-122.387093,Porkchop & Co.,47.667899101037584,-122.38377746399945,Sandwich Place
40,Adams,47.670575,-122.387093,Card Kingdom,47.66497272600699,-122.38041442149017,Toy / Game Store
41,Adams,47.670575,-122.387093,Biscuit & Bean,47.67184836931982,-122.37631377221527,Coffee Shop
42,Adams,47.670575,-122.387093,Monster,47.66556276602092,-122.38207282124361,Clothing Store
43,Adams,47.670575,-122.387093,Olaf's,47.67471181910651,-122.38781490780408,Bar
44,Adams,47.670575,-122.387093,Kiss Cafe,47.668603344022905,-122.39371287813057,Bar
45,Adams,47.670575,-122.387093,Hattie's Hat Restaurant,47.66617637481957,-122.38308549076339,Bar
46,Adams,47.670575,-122.387093,Hiram M. Chittenden Locks,47.66589302220791,-122.39704212527938,Canal Lock
47,Adams,47.670575,-122.387093,King's Hardware,47.66608311725829,-122.38298482788795,Bar
48,Adams,47.670575,-122.387093,Pho Than Brothers,47.66862111173407,-122.38383061930827,Vietnamese Restaurant
49,Adams,47.670575,-122.387093,Baleen,47.675779,-122.38191,Jewelry Store
50,Adams,47.670575,-122.387093,Stone Gardens,47.668338222410895,-122.3952150852745,Climbing Gym
51,Adams,47.670575,-122.387093,Mox Boarding House,47.66500968150284,-122.38043477008759,Gaming Cafe
52,Adams,47.670575,-122.387093,Ristorante Picolinos,47.67546742617405,-122.39849230731859,Italian Restaurant
53,Adams,47.670575,-122.387093,Cafe Mox,47.66492946082649,-122.38022076820712,Gaming Cafe
54,Adams,47.670575,-122.387093,Ballard Pizza Co.,47.66453293448523,-122.38110040280718,Pizza Place
55,Adams,47.670575,-122.387093,No Bones Beach Club,47.66831511504059,-122.37868661117606,Vegetarian / Vegan Restaurant
56,Adams,47.670575,-122.387093,Top Banana,47.67615878335164,-122.37723503043935,Farmers Market
57,Adams,47.670575,-122.387093,The Walrus and the Carpenter,47.663622698613665,-122.3801155646005,Seafood Restaurant
58,Adams,47.670575,-122.387093,The Other Coast Cafe,47.66674597893921,-122.38372694136072,Sandwich Place
59,Adams,47.670575,-122.387093,Ballard Market,47.66993392795242,-122.3744267310249,Supermarket
60,Adams,47.670575,-122.387093,Lux Pot Shop,47.66487702970123,-122.37868614283221,Marijuana Dispensary
61,Adams,47.670575,-122.387093,Ballard Playfield,47.67299012328336,-122.39104261234692,Park
62,Adams,47.670575,-122.387093,Reuben's Brews,47.665398,-122.37327,Brewery
63,Adams,47.670575,-122.387093,Staple & Fancy Mercantile,47.6636317426595,-122.38007239899765,New American Restaurant
64,Adams,47.670575,-122.387093,Peddler Brewing Company,47.66375714500536,-122.3770574723081,Brewery
65,Adams,47.670575,-122.387093,Stoup Brewing,47.66655061099335,-122.3712765373555,Brewery
66,Adams,47.670575,-122.387093,Carl S. English Jr. Botanical Garden,47.66656050582817,-122.3967460146628,Botanical Garden
67,Adams,47.670575,-122.387093,Ballard Boys & Girls Club,47.67511980575124,-122.38179335868318,Baseball Field
68,Adams,47.670575,-122.387093,Vertical World 4.0,47.66093812016734,-122.38687912138278,Climbing Gym
69,Adams,47.670575,-122.387093,Lagunitas Seattle Taproom & Beer Sanctuary,47.664548,-122.378057,Brewery
70,Adams,47.670575,-122.387093,Trader Joe's,47.662782575608,-122.37442671561647,Grocery Store
71,Adams,47.670575,-122.387093,Frankie & Jo’s,47.67952771129339,-122.37459443715365,Ice Cream Shop
72,Adams,47.670575,-122.387093,Delancey,47.67954593341448,-122.37476960718206,Pizza Place
73,Adams,47.670575,-122.387093,Cycle Dogs,47.66418197057149,-122.37703266538719,Hot Dog Joint
74,Adams,47.670575,-122.387093,Un Bien,47.68163662900125,-122.37663719087422,Caribbean Restaurant
75,Adams,47.670575,-122.387093,Mean Sandwich,47.66377265887648,-122.37680668420288,Sandwich Place
76,Adams,47.670575,-122.387093,Baker's,47.675648,-122.39819,Cocktail Bar
77,Adams,47.670575,-122.387093,Salmon Bay Park,47.67918224152669,-122.38126445349697,Park
78,Adams,47.670575,-122.387093,Essex,47.679485575063595,-122.37489114357932,Cocktail Bar
79,Adams,47.670575,-122.387093,Trailbend Taproom,47.66515536499787,-122.37157687427263,Beer Bar
80,Adams,47.670575,-122.387093,Un Bien,47.674786224826086,-122.40634572119197,Caribbean Restaurant
81,Adams,47.670575,-122.387093,Verve Bowls,47.66946890794086,-122.38205652127742,Smoothie Shop
82,Adams,47.670575,-122.387093,CorePower Yoga,47.663512,-122.3758951,Yoga Studio
83,Adams,47.670575,-122.387093,The Gerald,47.665970401658996,-122.38262700154031,New American Restaurant
84,Adams,47.670575,-122.387093,Starbucks,47.6668582658196,-122.37656046374103,Coffee Shop
85,Adams,47.670575,-122.387093,Commodore Park,47.66485718354243,-122.39929049940137,Park
86,Adams,47.670575,-122.387093,The Fat Hen,47.67959362101355,-122.37453550782013,Breakfast Spot
87,Adams,47.670575,-122.387093,Teriyaki Bowl,47.65783546275801,-122.38919200303168,Japanese Restaurant
88,Adams,47.670575,-122.387093,Rosellini's,47.67952480918485,-122.37472955938681,Bakery
89,Adams,47.670575,-122.387093,Mike's Chili Parlor,47.6628222501094,-122.37580099494829,Bar
90,Adams,47.670575,-122.387093,Ray's Boathouse,47.67339213054635,-122.4076889481522,Seafood Restaurant
91,Adams,47.670575,-122.387093,Sunset Hill Park,47.68381618268326,-122.40063428878783,Park
92,Adams,47.670575,-122.387093,Ballard High School,47.67701977664608,-122.37496535593321,High School
93,Adams,47.670575,-122.387093,Obec Brewing,47.66659646417645,-122.3726723929534,Brewery
94,Adams,47.670575,-122.387093,El Borracho,47.6682381432103,-122.38424883229588,Mexican Restaurant
95,Adams,47.670575,-122.387093,Populuxe Brewing,47.66452385764731,-122.36794265033458,Brewery
96,Adams,47.670575,-122.387093,Wild Salmon Seafood Market,47.65532617571532,-122.38098456934853,Fish Market
97,Adams,47.670575,-122.387093,Java Jahn,47.663755446466396,-122.37501135949637,Coffee Shop
98,Adams,47.670575,-122.387093,Ray's Cafe,47.67335404507489,-122.40769286642285,Seafood Restaurant
99,Adams,47.670575,-122.387093,Take 5 Urban Market,47.67943349680548,-122.36629324553395,Deli / Bodega
100,Alki Point,47.575419000000004,-122.410556,Alki Beach Park,47.5798688713907,-122.40904215862092,Beach
101,Alki Point,47.575419000000004,-122.410556,Constellation Park,47.57376642780386,-122.41594910739812,Beach
102,Alki Point,47.575419000000004,-122.410556,Il Nido,47.578528000000006,-122.41108899999999,Italian Restaurant
103,Alki Point,47.575419000000004,-122.410556,Pegasus Pizza,47.578722221929084,-122.41181591258433,Pizza Place
104,Alki Point,47.575419000000004,-122.410556,Alki Beach Neighborhood,47.57944967306242,-122.40930318832396,Neighborhood
105,Alki Point,47.575419000000004,-122.410556,Schmitz Preserve Park,47.57728498325171,-122.4020581229318,Park
106,Alki Point,47.575419000000004,-122.410556,Charles Richey Sr. Viewpoint,47.57263881478711,-122.41371166916787,Scenic Lookout
107,Alki Point,47.575419000000004,-122.410556,Alki Cafe,47.5789806,-122.4104309,Coffee Shop
108,Alki Point,47.575419000000004,-122.410556,Starbucks,47.57883826,-122.411199,Coffee Shop
109,Alki Point,47.575419000000004,-122.410556,Ampersand Cafe,47.580447078344314,-122.40672795397765,Coffee Shop
110,Alki Point,47.575419000000004,-122.410556,Spud Fish & Chips,47.57953739917188,-122.40888581350879,Fish & Chips Shop
111,Alki Point,47.575419000000004,-122.410556,Duke's Seafood & Chowder,47.58071200000001,-122.405966,Seafood Restaurant
112,Alki Point,47.575419000000004,-122.410556,La Rustica,47.56740897274954,-122.40933631621817,Italian Restaurant
113,Alki Point,47.575419000000004,-122.410556,Sunfish Seafood,47.57851800275413,-122.41220004927698,Seafood Restaurant
114,Alki Point,47.575419000000004,-122.410556,Cactus,47.578233685090765,-122.41310617140572,Mexican Restaurant
115,Alki Point,47.575419000000004,-122.410556,El Chupacabra,47.580204150575405,-122.40726944612467,Mexican Restaurant
116,Alki Point,47.575419000000004,-122.410556,Saigon Boat Cafe,47.580118611880984,-122.4077501878771,Vietnamese Restaurant
117,Alki Point,47.575419000000004,-122.410556,Pepperdock Restaurant,47.58030558249317,-122.40720328267484,Ice Cream Shop
118,Alki Point,47.575419000000004,-122.410556,Beach Drive,47.56692835667326,-122.40892489152058,Beach
119,Alki Point,47.575419000000004,-122.410556,Me-Kwa-Mooks Park,47.56366312021274,-122.40666767608867,Scenic Lookout
120,Alki Point,47.575419000000004,-122.410556,Emma Schmitz Memorial Viewpoint,47.563192126758175,-122.40655660629271,Park
121,Alki Point,47.575419000000004,-122.410556,Cormorant Cove,47.57106132655048,-122.41128039483907,Park
122,Alki Point,47.575419000000004,-122.410556,Top Pot Doughnuts,47.57875838262503,-122.41139049375478,Donut Shop
123,Alki Point,47.575419000000004,-122.410556,West Seattle Brewing Co.,47.58040897721985,-122.4068883321579,Brewery
124,Alki Point,47.575419000000004,-122.410556,Whale Tail Park,47.579341840888866,-122.40712298142041,Park
125,Alki Point,47.575419000000004,-122.410556,Homefront Smoothie,47.58019808722011,-122.40751599923256,Ice Cream Shop
126,Alki Point,47.575419000000004,-122.410556,Alki Mail and Dispatch,47.580933359623835,-122.39204425742335,Post Office
127,Alki Point,47.575419000000004,-122.410556,Freshy's Coffee,47.5782012454133,-122.38666575482405,Coffee Shop
128,Alki Point,47.575419000000004,-122.410556,Statue of Liberty,47.57931454535278,-122.41061044939228,Outdoor Sculpture
129,Alki Point,47.575419000000004,-122.410556,PCC Community Markets - West Seattle,47.577043,-122.386814,Grocery Store
130,Alki Point,47.575419000000004,-122.410556,Meeples Games,47.57049552649381,-122.3870395300307,Gaming Cafe
131,Alki Point,47.575419000000004,-122.410556,Olympia Coffee,47.569383752797684,-122.38668232353346,Coffee Shop
132,Alki Point,47.575419000000004,-122.410556,Birthplace of Seattle,47.57851496704176,-122.41326244086527,Historic Site
133,Alki Point,47.575419000000004,-122.410556,Caffe Fiore,47.58368888260443,-122.38637259654449,Coffee Shop
134,Alki Point,47.575419000000004,-122.410556,Itto's Tapas - Moroccan and Spanish Tapas Bar & Restaurant,47.56474933843798,-122.38659831785066,Tapas Restaurant
135,Alki Point,47.575419000000004,-122.410556,The Beer Junction,47.56257396073253,-122.38710399011414,Beer Store
136,Alki Point,47.575419000000004,-122.410556,Alki Beach Bike Path,47.58461633177721,-122.39927395456652,Beach
137,Alki Point,47.575419000000004,-122.410556,Seattle Fish Company,47.56368700609792,-122.38698920301972,Fish Market
138,Alki Point,47.575419000000004,-122.410556,Prost - West Seattle,47.57349356885619,-122.38695929454755,Pub
139,Alki Point,47.575419000000004,-122.410556,West 5,47.561759682827464,-122.38693040356749,Lounge
140,Alki Point,47.575419000000004,-122.410556,Fit Bar Superfood Cafe,47.58350905785264,-122.38630181051843,Juice Bar
141,Alki Point,47.575419000000004,-122.410556,Hotwire Coffeehouse,47.56442933911538,-122.38664758859598,Coffee Shop
142,Alki Point,47.575419000000004,-122.410556,Coastline,47.563295914456866,-122.3866201688661,Burger Joint
143,Alki Point,47.575419000000004,-122.410556,Mioposto,47.5841465272585,-122.38654543666675,Italian Restaurant
144,Alki Point,47.575419000000004,-122.410556,Mission Latin Restaurant & Lounge,47.582246,-122.386889,Mexican Restaurant
145,Alki Point,47.575419000000004,-122.410556,Hiawatha Playfield,47.5777168565091,-122.38390271105862,Field
146,Alki Point,47.575419000000004,-122.410556,Ma’ono Fried Chicken & Whisky,47.563618349399846,-122.38688870521973,Fried Chicken Joint
147,Alki Point,47.575419000000004,-122.410556,Maharaja,47.56158958493602,-122.38662745591184,Indian Restaurant
148,Alki Point,47.575419000000004,-122.410556,Christo's on Alki,47.58089739548597,-122.4058121722009,Greek Restaurant
149,Alki Point,47.575419000000004,-122.410556,Jak's Grill,47.56138765548741,-122.38676928795577,Steakhouse
150,Alki Point,47.575419000000004,-122.410556,Next To Nature,47.56158524643161,-122.38684710827904,Pet Store
151,Alki Point,47.575419000000004,-122.410556,West Seattle Runner,47.570362547475675,-122.38709026643363,Sporting Goods Shop
152,Alki Point,47.575419000000004,-122.410556,Anytime Fitness,47.58329,-122.38606,Gym / Fitness Center
153,Alki Point,47.575419000000004,-122.410556,Supreme,47.56228608606411,-122.3870282234997,Pizza Place
154,Alki Point,47.575419000000004,-122.410556,Circa Grill and Ale House,47.581030301082826,-122.38662124034882,American Restaurant
155,Alki Point,47.575419000000004,-122.410556,Click - Design That Fits,47.56161922019781,-122.38663947385155,Design Studio
156,Alki Point,47.575419000000004,-122.410556,Alki Lighthouse,47.57504020240368,-122.4188990787443,Lighthouse
157,Alki Point,47.575419000000004,-122.410556,The Nook,47.58373231055165,-122.3862693473375,Cocktail Bar
158,Alki Point,47.575419000000004,-122.410556,Dumplings Of Fury,47.563138,-122.38704299999999,Asian Restaurant
159,Alki Point,47.575419000000004,-122.410556,Admiral Bird,47.58107786746645,-122.3863837461017,Coffee Shop
160,Alki Point,47.575419000000004,-122.410556,Menchie's,47.58053881177374,-122.38629514208347,Frozen Yogurt Shop
161,Alki Point,47.575419000000004,-122.410556,Shanti Salon and Spa,47.584146000000004,-122.386123,Spa
162,Alki Point,47.575419000000004,-122.410556,Capers,47.562139802866376,-122.38709027222633,Furniture / Home Store
163,Alki Point,47.575419000000004,-122.410556,Arthur's,47.582579176696576,-122.38663414232259,Australian Restaurant
164,Alki Point,47.575419000000004,-122.410556,Pizzeria 22,47.58292544551049,-122.38589819681312,Pizza Place
165,Alki Point,47.575419000000004,-122.410556,Mind Unwind,47.58377095167126,-122.38633155649565,Art Gallery
166,Alki Point,47.575419000000004,-122.410556,Pegasus Book Exchange,47.56139344142634,-122.38700108103188,Bookstore
167,Alki Point,47.575419000000004,-122.410556,The Matador,47.56148672837258,-122.38660617752943,Mexican Restaurant
168,Alki Point,47.575419000000004,-122.410556,Vidiot,47.58148800684525,-122.38574767670175,Bar
169,Alki Point,47.575419000000004,-122.410556,Pagliacci Pizza,47.56326208931609,-122.38693452614837,Pizza Place
170,Alki Point,47.575419000000004,-122.410556,Mud Bay,47.58085534848873,-122.38672541266612,Pet Store
171,Alki Point,47.575419000000004,-122.410556,Subway,47.578745695051104,-122.41134733186536,Sandwich Place
172,Alki Point,47.575419000000004,-122.410556,Admiral Theater,47.58187985079044,-122.3868748887415,Theater
173,Alki Point,47.575419000000004,-122.410556,Mawadda Cafe,47.58136694701016,-122.38649906197865,Middle Eastern Restaurant
174,Alki Point,47.575419000000004,-122.410556,Baskin-Robbins,47.580987,-122.38446,Ice Cream Shop
175,Alki Point,47.575419000000004,-122.410556,Copper Coin,47.58212218149129,-122.38660194789023,Pub
176,Alki Point,47.575419000000004,-122.410556,Thai Landing on Alki,47.58015141730183,-122.40732190503512,Thai Restaurant
177,Alki Point,47.575419000000004,-122.410556,Great Clips,47.580675479951694,-122.38626167178154,Salon / Barbershop
178,Alki Point,47.575419000000004,-122.410556,Blue Moon Burgers Alki,47.580863,-122.405512,Burger Joint
179,Alki Point,47.575419000000004,-122.410556,New Leaf Bistro,47.58165473177308,-122.38639269223087,Vietnamese Restaurant
180,Alki Point,47.575419000000004,-122.410556,WestCity Kitchen,47.57359610843145,-122.38700226468173,American Restaurant
181,Alki Point,47.575419000000004,-122.410556,Pailin Thai,47.5832986031574,-122.38656476872994,Thai Restaurant
182,Alki Point,47.575419000000004,-122.410556,Spiro's Pizza & Pasta - West Seattle,47.57374402715254,-122.38695781300528,Pizza Place
183,Alki Point,47.575419000000004,-122.410556,Redbox,47.581465,-122.38741499999999,Video Store
184,Alki Point,47.575419000000004,-122.410556,Chase Bank,47.580806,-122.386246,Bank
185,Alki Point,47.575419000000004,-122.410556,7-Eleven,47.5700053,-122.3869691,Convenience Store
186,Alki Point,47.575419000000004,-122.410556,Tully's Coffee,47.579351919457494,-122.40912553471102,Coffee Shop
187,Alki Point,47.575419000000004,-122.410556,Alki Arts,47.578244,-122.41285800000001,Art Gallery
188,Alki Point,47.575419000000004,-122.410556,Alki Urban Market,47.578244,-122.41285800000001,Market
189,Alki Point,47.575419000000004,-122.410556,Pacific Room,47.578454,-122.412584,Restaurant
190,Alki Point,47.575419000000004,-122.410556,Bar-S Little League Field,47.57500430093023,-122.41581503527983,Baseball Stadium
191,Alki Point,47.575419000000004,-122.410556,Alki Beach Bistro Cafe,47.57919022204687,-122.4103995587031,Café
192,Alki Point,47.575419000000004,-122.410556,Gelarto,47.579918,-122.40777299999999,Ice Cream Shop
193,Alki Point,47.575419000000004,-122.410556,Lucky LadyZ Cooperative,47.580003000000005,-122.40755,Pharmacy
194,Alki Point,47.575419000000004,-122.410556,The Bohemian,47.57358684600195,-122.3869465752258,Tapas Restaurant
195,Alki Point,47.575419000000004,-122.410556,Alair,47.573316999999996,-122.38643200000001,Gift Shop
196,Arbor Heights,47.509551,-122.3816,Super Deli Mart,47.52122465725612,-122.3772505740365,Convenience Store
197,Arbor Heights,47.509551,-122.3816,Fauntleroy Park,47.521246601839294,-122.38505619185398,Park
198,Arbor Heights,47.509551,-122.3816,Bird on a Wire Espresso,47.52287764332267,-122.3770213848345,Coffee Shop
199,Arbor Heights,47.509551,-122.3816,Wildwood Market And Eatery,47.520878767210235,-122.39018932680344,Market
200,Arbor Heights,47.509551,-122.3816,West Seattle Fish House,47.522636003687154,-122.37686581091263,Fish & Chips Shop
201,Arbor Heights,47.509551,-122.3816,The Original Bakery,47.52062723110585,-122.39036317171447,Bakery
202,Arbor Heights,47.509551,-122.3816,Noble Barton,47.516212936069444,-122.35556371306129,Pub
203,Arbor Heights,47.509551,-122.3816,Salvadorean Bakery and Restaurant Inc.,47.51727642107998,-122.35720330729318,Latin American Restaurant
204,Arbor Heights,47.509551,-122.3816,Taqueria La Fondita #2,47.515531569225665,-122.35422299609759,Food Truck
205,Arbor Heights,47.509551,-122.3816,Crawfish House,47.51478795027086,-122.35495232046298,Cajun / Creole Restaurant
206,Arbor Heights,47.509551,-122.3816,Taco Del Mar - Westwood,47.52134214446371,-122.36708964133223,Burrito Place
207,Arbor Heights,47.509551,-122.3816,Fresh Flours,47.518800781469096,-122.35623976066901,Bakery
208,Arbor Heights,47.509551,-122.3816,Proletariat Pizza,47.516712487486174,-122.35507213213232,Pizza Place
209,Arbor Heights,47.509551,-122.3816,Moonshot Coffee,47.51669001991432,-122.35516736741236,Coffee Shop
210,Arbor Heights,47.509551,-122.3816,Beer Star,47.515387056077245,-122.35551779729006,Beer Store
211,Arbor Heights,47.509551,-122.3816,Full Tilt Ice Cream,47.51645653785216,-122.35527214007297,Ice Cream Shop
212,Arbor Heights,47.509551,-122.3816,Zippy's Giant Burgers,47.51682999595925,-122.35255909065825,Burger Joint
213,Arbor Heights,47.509551,-122.3816,Southgate Roller Rink,47.51604462053489,-122.35561551181502,Roller Rink
214,Arbor Heights,47.509551,-122.3816,Young's Restaurant,47.518749944275584,-122.35532179485173,Breakfast Spot
215,Arbor Heights,47.509551,-122.3816,Stuffed Cakes,47.522737422902026,-122.37692725842625,Cupcake Shop
216,Arbor Heights,47.509551,-122.3816,Pho 99,47.51463913607401,-122.35306802183689,Vietnamese Restaurant
217,Arbor Heights,47.509551,-122.3816,Endolyne Joe's,47.5205535797457,-122.39052930519999,American Restaurant
218,Arbor Heights,47.509551,-122.3816,Roxhill Park,47.52003686949426,-122.36942315978379,Playground
219,Arbor Heights,47.509551,-122.3816,Pet Pros,47.52239861505051,-122.36546542602241,Pet Store
220,Arbor Heights,47.509551,-122.3816,The Company Store,47.517121,-122.35483700000002,Lounge
221,Arbor Heights,47.509551,-122.3816,Rite Aid,47.521422001914004,-122.36512023217074,Pharmacy
222,Arbor Heights,47.509551,-122.3816,Beach At Lincoln Park,47.527311973722774,-122.39603624964349,Beach
223,Arbor Heights,47.509551,-122.3816,Lumberyard,47.51673060230269,-122.35539489752297,Gay Bar
224,Arbor Heights,47.509551,-122.3816,Giannoni's,47.521388673870895,-122.36702761174615,Pizza Place
225,Arbor Heights,47.509551,-122.3816,Burger Boss,47.52117535242196,-122.35894583759594,Burger Joint
226,Arbor Heights,47.509551,-122.3816,Roasted Corn Stand,47.51547218628093,-122.35446198881036,Food Truck
227,Arbor Heights,47.509551,-122.3816,Toshi's Teriyaki,47.52252835121133,-122.36553718950809,Japanese Restaurant
228,Arbor Heights,47.509551,-122.3816,Starbucks,47.516686,-122.36663,Coffee Shop
229,Arbor Heights,47.509551,-122.3816,Ulta Beauty – Curbside Pickup Only,47.5219684,-122.3667311,Cosmetics Shop
230,Arbor Heights,47.509551,-122.3816,Massage Envy - West Seattle,47.5243337,-122.3654662,Spa
231,Arbor Heights,47.509551,-122.3816,Marshalls,47.523326,-122.366146,Department Store
232,Arbor Heights,47.509551,-122.3816,Subshop #182,47.52249850606511,-122.36549251136711,Sandwich Place
233,Arbor Heights,47.509551,-122.3816,Vatsana Thai Restaurant,47.5226814987104,-122.36552782918457,Thai Restaurant
234,Arbor Heights,47.509551,-122.3816,Caffe Delia,47.516656743945695,-122.35504008708186,Coffee Shop
235,Arbor Heights,47.509551,-122.3816,Li'l Woody's,47.51534049083576,-122.3554918268832,Burger Joint
236,Arbor Heights,47.509551,-122.3816,Starbucks,47.522102,-122.368065,Coffee Shop
237,Arbor Heights,47.509551,-122.3816,Anju Bar,47.516157274759586,-122.35319137573244,Korean Restaurant
238,Arbor Heights,47.509551,-122.3816,Target,47.522043471793786,-122.36868927517237,Big Box Store
239,Arbor Heights,47.509551,-122.3816,viva mexico,47.508384179354564,-122.35538896572498,Mexican Restaurant
240,Arbor Heights,47.509551,-122.3816,Bok a Bok Fried Chicken,47.515455450490755,-122.35469629695446,Fried Chicken Joint
241,Arbor Heights,47.509551,-122.3816,Barnes & Noble,47.52206879028549,-122.3680219175866,Bookstore
242,Arbor Heights,47.509551,-122.3816,Chase Bank,47.521433,-122.369273,Bank
243,Arbor Heights,47.509551,-122.3816,Castillos Supermarkets,47.50932284760387,-122.35478228544625,Grocery Store
244,Arbor Heights,47.509551,-122.3816,Starbucks,47.51405034109402,-122.35456389684282,Coffee Shop
245,Arbor Heights,47.509551,-122.3816,Tony's Market,47.52132360983782,-122.37645426825544,Market
246,Arbor Heights,47.509551,-122.3816,Wingstop,47.52266589585501,-122.36679226681618,Wings Joint
247,Arbor Heights,47.509551,-122.3816,Mac's Triangle Pub,47.517620949496326,-122.35542146982786,Bar
248,Arbor Heights,47.509551,-122.3816,Pho-White Center,47.51609907347886,-122.35507529543663,Asian Restaurant
249,Arbor Heights,47.509551,-122.3816,Carter's,47.52218565505555,-122.3667311668396,Kids Store
250,Arbor Heights,47.509551,-122.3816,Starbucks,47.522233,-122.365665,Coffee Shop
251,Arbor Heights,47.509551,-122.3816,Sally Beauty,47.52134985834696,-122.3668843512796,Cosmetics Shop
252,Arbor Heights,47.509551,-122.3816,Little Caesars Pizza,47.50888409895108,-122.35552610446713,Pizza Place
253,Arbor Heights,47.509551,-122.3816,Safeway,47.5166889,-122.3666833,Grocery Store
254,Arbor Heights,47.509551,-122.3816,Roxbury Lanes,47.51679744592518,-122.36952934029935,Bowling Alley
255,Arbor Heights,47.509551,-122.3816,GameStop,47.52163321158965,-122.36758018414386,Video Game Store
256,Arbor Heights,47.509551,-122.3816,Locker Room Tavern,47.51633054216359,-122.35541817481958,Bar
257,Arbor Heights,47.509551,-122.3816,Westwood Village,47.52168503191955,-122.36694950365943,Shopping Mall
258,Arbor Heights,47.509551,-122.3816,Papa Murphy's,47.50253687363002,-122.35467793432616,Pizza Place
259,Arbor Heights,47.509551,-122.3816,Redbox,47.521032,-122.36454,Video Store
260,Arbor Heights,47.509551,-122.3816,Dollar Tree,47.51328241289882,-122.35370921107666,Discount Store
261,Arbor Heights,47.509551,-122.3816,Bartell Drugs,47.517190592839675,-122.35365745565909,Pharmacy
